"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","ResourceName","Tags"
"Ensembl 107 EnsDb for Aotus nancymaae","Gene and protein annotations for Aotus nancymaae based on Ensembl version 107.","3.15","Anan_2.0","ensembl","http://www.ensembl.org","107","Aotus nancymaae","37293",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Anancymaae.v107.sqlite","EnsDb.Anancymaae.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Accipiter nisus","Gene and protein annotations for Accipiter nisus based on Ensembl version 107.","3.15","Accipiter_nisus_ver1.0","ensembl","http://www.ensembl.org","107","Accipiter nisus","211598",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Anisus.v107.sqlite","EnsDb.Anisus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Amphiprion ocellaris","Gene and protein annotations for Amphiprion ocellaris based on Ensembl version 107.","3.15","AmpOce1.0","ensembl","http://www.ensembl.org","107","Amphiprion ocellaris","80972",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Aocellaris.v107.sqlite","EnsDb.Aocellaris.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Apteryx owenii","Gene and protein annotations for Apteryx owenii based on Ensembl version 107.","3.15","aptOwe1","ensembl","http://www.ensembl.org","107","Apteryx owenii","8824",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Aowenii.v107.sqlite","EnsDb.Aowenii.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Amphiprion percula","Gene and protein annotations for Amphiprion percula based on Ensembl version 107.","3.15","Nemo_v1","ensembl","http://www.ensembl.org","107","Amphiprion percula","161767",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Apercula.v107.sqlite","EnsDb.Apercula.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Anas platyrhynchos","Gene and protein annotations for Anas platyrhynchos based on Ensembl version 107.","3.15","ASM874695v1","ensembl","http://www.ensembl.org","107","Anas platyrhynchos","8839",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Aplatyrhynchos.v107.sqlite","EnsDb.Aplatyrhynchos.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Acanthochromis polyacanthus","Gene and protein annotations for Acanthochromis polyacanthus based on Ensembl version 107.","3.15","ASM210954v1","ensembl","http://www.ensembl.org","107","Acanthochromis polyacanthus","80966",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Apolyacanthus.v107.sqlite","EnsDb.Apolyacanthus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Apteryx rowi","Gene and protein annotations for Apteryx rowi based on Ensembl version 107.","3.15","aptRow1","ensembl","http://www.ensembl.org","107","Apteryx rowi","308060",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Arowi.v107.sqlite","EnsDb.Arowi.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Anabas testudineus","Gene and protein annotations for Anabas testudineus based on Ensembl version 107.","3.15","fAnaTes1.2","ensembl","http://www.ensembl.org","107","Anabas testudineus","64144",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Atestudineus.v107.sqlite","EnsDb.Atestudineus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Anas zonorhyncha","Gene and protein annotations for Anas zonorhyncha based on Ensembl version 107.","3.15","ASM222487v1","ensembl","http://www.ensembl.org","107","Anas zonorhyncha","75864",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Azonorhyncha.v107.sqlite","EnsDb.Azonorhyncha.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Bubo bubo","Gene and protein annotations for Bubo bubo based on Ensembl version 107.","3.15","BubBub1.0","ensembl","http://www.ensembl.org","107","Bubo bubo","30461",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Bbubo.v107.sqlite","EnsDb.Bbubo.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Bos grunniens","Gene and protein annotations for Bos grunniens based on Ensembl version 107.","3.15","LU_Bosgru_v3.0","ensembl","http://www.ensembl.org","107","Bos grunniens","30521",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Bgrunniens.v107.sqlite","EnsDb.Bgrunniens.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Buteo japonicus","Gene and protein annotations for Buteo japonicus based on Ensembl version 107.","3.15","ButJap1.0","ensembl","http://www.ensembl.org","107","Buteo japonicus","224669",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Bjaponicus.v107.sqlite","EnsDb.Bjaponicus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Balaenoptera musculus","Gene and protein annotations for Balaenoptera musculus based on Ensembl version 107.","3.15","mBalMus1.v2","ensembl","http://www.ensembl.org","107","Balaenoptera musculus","9771",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Bmusculus.v107.sqlite","EnsDb.Bmusculus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Bos mutus","Gene and protein annotations for Bos mutus based on Ensembl version 107.","3.15","BosGru_v2.0","ensembl","http://www.ensembl.org","107","Bos mutus","72004",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Bmutus.v107.sqlite","EnsDb.Bmutus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Betta splendens","Gene and protein annotations for Betta splendens based on Ensembl version 107.","3.15","fBetSpl5.2","ensembl","http://www.ensembl.org","107","Betta splendens","158456",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Bsplendens.v107.sqlite","EnsDb.Bsplendens.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Bos taurus","Gene and protein annotations for Bos taurus based on Ensembl version 107.","3.15","ARS-UCD1.2","ensembl","http://www.ensembl.org","107","Bos taurus","9913",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Btaurus.v107.sqlite","EnsDb.Btaurus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Chelonoidis abingdonii","Gene and protein annotations for Chelonoidis abingdonii based on Ensembl version 107.","3.15","ASM359739v1","ensembl","http://www.ensembl.org","107","Chelonoidis abingdonii","106734",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cabingdonii.v107.sqlite","EnsDb.Cabingdonii.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Cavia aperea","Gene and protein annotations for Cavia aperea based on Ensembl version 107.","3.15","CavAp1.0","ensembl","http://www.ensembl.org","107","Cavia aperea","37548",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Caperea.v107.sqlite","EnsDb.Caperea.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Cercocebus atys","Gene and protein annotations for Cercocebus atys based on Ensembl version 107.","3.15","Caty_1.0","ensembl","http://www.ensembl.org","107","Cercocebus atys","9531",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Catys.v107.sqlite","EnsDb.Catys.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Carassius auratus","Gene and protein annotations for Carassius auratus based on Ensembl version 107.","3.15","ASM336829v1","ensembl","http://www.ensembl.org","107","Carassius auratus","7957",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cauratus.v107.sqlite","EnsDb.Cauratus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Cyanistes caeruleus","Gene and protein annotations for Cyanistes caeruleus based on Ensembl version 107.","3.15","cyaCae2","ensembl","http://www.ensembl.org","107","Cyanistes caeruleus","156563",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Ccaeruleus.v107.sqlite","EnsDb.Ccaeruleus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Castor canadensis","Gene and protein annotations for Castor canadensis based on Ensembl version 107.","3.15","C.can_genome_v1.0","ensembl","http://www.ensembl.org","107","Castor canadensis","51338",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Ccanadensis.v107.sqlite","EnsDb.Ccanadensis.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Cebus capucinus imitator","Gene and protein annotations for Cebus capucinus imitator based on Ensembl version 107.","3.15","Cebus_imitator-1.0","ensembl","http://www.ensembl.org","107","Cebus capucinus imitator","2715852",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Ccapucinus.v107.sqlite","EnsDb.Ccapucinus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Cyprinus carpio","Gene and protein annotations for Cyprinus carpio based on Ensembl version 107.","3.15","common_carp_genome","ensembl","http://www.ensembl.org","107","Cyprinus carpio","7962",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Ccarpio.v107.sqlite","EnsDb.Ccarpio.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Camelus dromedarius","Gene and protein annotations for Camelus dromedarius based on Ensembl version 107.","3.15","CamDro2","ensembl","http://www.ensembl.org","107","Camelus dromedarius","9838",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cdromedarius.v107.sqlite","EnsDb.Cdromedarius.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Caenorhabditis elegans","Gene and protein annotations for Caenorhabditis elegans based on Ensembl version 107.","3.15","WBcel235","ensembl","http://www.ensembl.org","107","Caenorhabditis elegans","6239",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Celegans.v107.sqlite","EnsDb.Celegans.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Cottoperca gobio","Gene and protein annotations for Cottoperca gobio based on Ensembl version 107.","3.15","fCotGob3.1","ensembl","http://www.ensembl.org","107","Cottoperca gobio","56716",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cgobio.v107.sqlite","EnsDb.Cgobio.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Clupea harengus","Gene and protein annotations for Clupea harengus based on Ensembl version 107.","3.15","Ch_v2.0.2","ensembl","http://www.ensembl.org","107","Clupea harengus","7950",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Charengus.v107.sqlite","EnsDb.Charengus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Capra hircus","Gene and protein annotations for Capra hircus based on Ensembl version 107.","3.15","ARS1","ensembl","http://www.ensembl.org","107","Capra hircus","9925",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Chircus.v107.sqlite","EnsDb.Chircus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Choloepus hoffmanni","Gene and protein annotations for Choloepus hoffmanni based on Ensembl version 107.","3.15","choHof1","ensembl","http://www.ensembl.org","107","Choloepus hoffmanni","9358",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Choffmanni.v107.sqlite","EnsDb.Choffmanni.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Ciona intestinalis","Gene and protein annotations for Ciona intestinalis based on Ensembl version 107.","3.15","KH","ensembl","http://www.ensembl.org","107","Ciona intestinalis","7719",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cintestinalis.v107.sqlite","EnsDb.Cintestinalis.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Callithrix jacchus","Gene and protein annotations for Callithrix jacchus based on Ensembl version 107.","3.15","mCalJac1.pat.X","ensembl","http://www.ensembl.org","107","Callithrix jacchus","9483",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cjacchus.v107.sqlite","EnsDb.Cjacchus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Coturnix japonica","Gene and protein annotations for Coturnix japonica based on Ensembl version 107.","3.15","Coturnix_japonica_2.0","ensembl","http://www.ensembl.org","107","Coturnix japonica","93934",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cjaponica.v107.sqlite","EnsDb.Cjaponica.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Chinchilla lanigera","Gene and protein annotations for Chinchilla lanigera based on Ensembl version 107.","3.15","ChiLan1.0","ensembl","http://www.ensembl.org","107","Chinchilla lanigera","34839",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Clanigera.v107.sqlite","EnsDb.Clanigera.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Cyclopterus lumpus","Gene and protein annotations for Cyclopterus lumpus based on Ensembl version 107.","3.15","fCycLum1.pri","ensembl","http://www.ensembl.org","107","Cyclopterus lumpus","8103",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Clumpus.v107.sqlite","EnsDb.Clumpus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Callorhinchus milii","Gene and protein annotations for Callorhinchus milii based on Ensembl version 107.","3.15","Callorhinchus_milii-6.1.3","ensembl","http://www.ensembl.org","107","Callorhinchus milii","7868",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cmilii.v107.sqlite","EnsDb.Cmilii.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Corvus moneduloides","Gene and protein annotations for Corvus moneduloides based on Ensembl version 107.","3.15","bCorMon1.pri","ensembl","http://www.ensembl.org","107","Corvus moneduloides","1196302",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cmoneduloides.v107.sqlite","EnsDb.Cmoneduloides.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Camarhynchus parvulus","Gene and protein annotations for Camarhynchus parvulus based on Ensembl version 107.","3.15","Camarhynchus_parvulus_V1.1","ensembl","http://www.ensembl.org","107","Camarhynchus parvulus","87175",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cparvulus.v107.sqlite","EnsDb.Cparvulus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Chrysolophus pictus","Gene and protein annotations for Chrysolophus pictus based on Ensembl version 107.","3.15","Chrysolophus_pictus_GenomeV1.0","ensembl","http://www.ensembl.org","107","Chrysolophus pictus","9089",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cpictus.v107.sqlite","EnsDb.Cpictus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Cavia porcellus","Gene and protein annotations for Cavia porcellus based on Ensembl version 107.","3.15","Cavpor3.0","ensembl","http://www.ensembl.org","107","Cavia porcellus","10141",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cporcellus.v107.sqlite","EnsDb.Cporcellus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Crocodylus porosus","Gene and protein annotations for Crocodylus porosus based on Ensembl version 107.","3.15","CroPor_comp1","ensembl","http://www.ensembl.org","107","Crocodylus porosus","8502",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cporosus.v107.sqlite","EnsDb.Cporosus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Calidris pugnax","Gene and protein annotations for Calidris pugnax based on Ensembl version 107.","3.15","ASM143184v1","ensembl","http://www.ensembl.org","107","Calidris pugnax","198806",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cpugnax.v107.sqlite","EnsDb.Cpugnax.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Calidris pygmaea","Gene and protein annotations for Calidris pygmaea based on Ensembl version 107.","3.15","ASM369795v1","ensembl","http://www.ensembl.org","107","Calidris pygmaea","425635",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cpygmaea.v107.sqlite","EnsDb.Cpygmaea.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Cyanoderma ruficeps","Gene and protein annotations for Cyanoderma ruficeps based on Ensembl version 107.","3.15","ASM869450v1","ensembl","http://www.ensembl.org","107","Cyanoderma ruficeps","181631",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Cruficeps.v107.sqlite","EnsDb.Cruficeps.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Chlorocebus sabaeus","Gene and protein annotations for Chlorocebus sabaeus based on Ensembl version 107.","3.15","ChlSab1.1","ensembl","http://www.ensembl.org","107","Chlorocebus sabaeus","60711",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Csabaeus.v107.sqlite","EnsDb.Csabaeus.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Ciona savignyi","Gene and protein annotations for Ciona savignyi based on Ensembl version 107.","3.15","CSAV2.0","ensembl","http://www.ensembl.org","107","Ciona savignyi","51511",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Csavignyi.v107.sqlite","EnsDb.Csavignyi.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
"Ensembl 107 EnsDb for Cynoglossus semilaevis","Gene and protein annotations for Cynoglossus semilaevis based on Ensembl version 107.","3.15","Cse_v1.0","ensembl","http://www.ensembl.org","107","Cynoglossus semilaevis","244447",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v107/EnsDb.Csemilaevis.v107.sqlite","EnsDb.Csemilaevis.v107.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:107"
