"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","RDataPath","ResourceName","Tags"
"Ensembl 87 EnsDb for Gadus Morhua","Gene and protein annotations for Gadus Morhua based on Ensembl version 87.","3.5","gadMor1","ensembl","http://www.ensembl.org","87","Gadus Morhua","8049",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Gmorhua.v87.sqlite","EnsDb.Gmorhua.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Homo Sapiens","Gene and protein annotations for Homo Sapiens based on Ensembl version 87.","3.5","GRCh38","ensembl","http://www.ensembl.org","87","Homo Sapiens","9606",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Hsapiens.v87.sqlite","EnsDb.Hsapiens.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Ictidomys Tridecemlineatus","Gene and protein annotations for Ictidomys Tridecemlineatus based on Ensembl version 87.","3.5","spetri2","ensembl","http://www.ensembl.org","87","Ictidomys Tridecemlineatus","43179",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Itridecemlineatus.v87.sqlite","EnsDb.Itridecemlineatus.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Loxodonta Africana","Gene and protein annotations for Loxodonta Africana based on Ensembl version 87.","3.5","loxAfr3","ensembl","http://www.ensembl.org","87","Loxodonta Africana","9785",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Lafricana.v87.sqlite","EnsDb.Lafricana.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Latimeria Chalumnae","Gene and protein annotations for Latimeria Chalumnae based on Ensembl version 87.","3.5","LatCha1","ensembl","http://www.ensembl.org","87","Latimeria Chalumnae","7897",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Lchalumnae.v87.sqlite","EnsDb.Lchalumnae.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Lepisosteus Oculatus","Gene and protein annotations for Lepisosteus Oculatus based on Ensembl version 87.","3.5","LepOcu1","ensembl","http://www.ensembl.org","87","Lepisosteus Oculatus","7918",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Loculatus.v87.sqlite","EnsDb.Loculatus.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Monodelphis Domestica","Gene and protein annotations for Monodelphis Domestica based on Ensembl version 87.","3.5","BROADO5","ensembl","http://www.ensembl.org","87","Monodelphis Domestica","13616",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Mdomestica.v87.sqlite","EnsDb.Mdomestica.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Macropus Eugenii","Gene and protein annotations for Macropus Eugenii based on Ensembl version 87.","3.5","Meug_1.0","ensembl","http://www.ensembl.org","87","Macropus Eugenii","9315",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Meugenii.v87.sqlite","EnsDb.Meugenii.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Meleagris Gallopavo","Gene and protein annotations for Meleagris Gallopavo based on Ensembl version 87.","3.5","UMD2","ensembl","http://www.ensembl.org","87","Meleagris Gallopavo","9103",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Mgallopavo.v87.sqlite","EnsDb.Mgallopavo.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Myotis Lucifugus","Gene and protein annotations for Myotis Lucifugus based on Ensembl version 87.","3.5","Myoluc2.0","ensembl","http://www.ensembl.org","87","Myotis Lucifugus","59463",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Mlucifugus.v87.sqlite","EnsDb.Mlucifugus.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Macaca Mulatta","Gene and protein annotations for Macaca Mulatta based on Ensembl version 87.","3.5","Mmul_8.0.1","ensembl","http://www.ensembl.org","87","Macaca Mulatta","9544",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Mmulatta.v87.sqlite","EnsDb.Mmulatta.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Microcebus Murinus","Gene and protein annotations for Microcebus Murinus based on Ensembl version 87.","3.5","Mmur_2.0","ensembl","http://www.ensembl.org","87","Microcebus Murinus","30608",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Mmurinus.v87.sqlite","EnsDb.Mmurinus.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Mus Musculus","Gene and protein annotations for Mus Musculus based on Ensembl version 87.","3.5","GRCm38","ensembl","http://www.ensembl.org","87","Mus Musculus","10090",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Mmusculus.v87.sqlite","EnsDb.Mmusculus.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Nomascus Leucogenys","Gene and protein annotations for Nomascus Leucogenys based on Ensembl version 87.","3.5","Nleu1.0","ensembl","http://www.ensembl.org","87","Nomascus Leucogenys","61853",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Nleucogenys.v87.sqlite","EnsDb.Nleucogenys.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Ornithorhynchus Anatinus","Gene and protein annotations for Ornithorhynchus Anatinus based on Ensembl version 87.","3.5","OANA5","ensembl","http://www.ensembl.org","87","Ornithorhynchus Anatinus","9258",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Oanatinus.v87.sqlite","EnsDb.Oanatinus.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Ovis Aries","Gene and protein annotations for Ovis Aries based on Ensembl version 87.","3.5","Oar_v3.1","ensembl","http://www.ensembl.org","87","Ovis Aries","9940",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Oaries.v87.sqlite","EnsDb.Oaries.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Oryctolagus Cuniculus","Gene and protein annotations for Oryctolagus Cuniculus based on Ensembl version 87.","3.5","OryCun2.0","ensembl","http://www.ensembl.org","87","Oryctolagus Cuniculus","9986",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Ocuniculus.v87.sqlite","EnsDb.Ocuniculus.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Otolemur Garnettii","Gene and protein annotations for Otolemur Garnettii based on Ensembl version 87.","3.5","OtoGar3","ensembl","http://www.ensembl.org","87","Otolemur Garnettii","30611",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Ogarnettii.v87.sqlite","EnsDb.Ogarnettii.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Oryzias Latipes","Gene and protein annotations for Oryzias Latipes based on Ensembl version 87.","3.5","MEDAKA1","ensembl","http://www.ensembl.org","87","Oryzias Latipes","8090",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Olatipes.v87.sqlite","EnsDb.Olatipes.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Oreochromis Niloticus","Gene and protein annotations for Oreochromis Niloticus based on Ensembl version 87.","3.5","Orenil1.0","ensembl","http://www.ensembl.org","87","Oreochromis Niloticus","8128",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Oniloticus.v87.sqlite","EnsDb.Oniloticus.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Ochotona Princeps","Gene and protein annotations for Ochotona Princeps based on Ensembl version 87.","3.5","pika","ensembl","http://www.ensembl.org","87","Ochotona Princeps","9978",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Oprinceps.v87.sqlite","EnsDb.Oprinceps.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Pongo Abelii","Gene and protein annotations for Pongo Abelii based on Ensembl version 87.","3.5","PPYG2","ensembl","http://www.ensembl.org","87","Pongo Abelii","9601",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Pabelii.v87.sqlite","EnsDb.Pabelii.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Papio Anubis","Gene and protein annotations for Papio Anubis based on Ensembl version 87.","3.5","PapAnu2.0","ensembl","http://www.ensembl.org","87","Papio Anubis","9555",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Panubis.v87.sqlite","EnsDb.Panubis.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Procavia Capensis","Gene and protein annotations for Procavia Capensis based on Ensembl version 87.","3.5","proCap1","ensembl","http://www.ensembl.org","87","Procavia Capensis","9813",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Pcapensis.v87.sqlite","EnsDb.Pcapensis.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Poecilia Formosa","Gene and protein annotations for Poecilia Formosa based on Ensembl version 87.","3.5","PoeFor_5.1.2","ensembl","http://www.ensembl.org","87","Poecilia Formosa","48698",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Pformosa.v87.sqlite","EnsDb.Pformosa.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Petromyzon Marinus","Gene and protein annotations for Petromyzon Marinus based on Ensembl version 87.","3.5","Pmarinus_7.0","ensembl","http://www.ensembl.org","87","Petromyzon Marinus","7757",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Pmarinus.v87.sqlite","EnsDb.Pmarinus.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Pelodiscus Sinensis","Gene and protein annotations for Pelodiscus Sinensis based on Ensembl version 87.","3.5","PelSin_1.0","ensembl","http://www.ensembl.org","87","Pelodiscus Sinensis","13735",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Psinensis.v87.sqlite","EnsDb.Psinensis.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
"Ensembl 87 EnsDb for Pan Troglodytes","Gene and protein annotations for Pan Troglodytes based on Ensembl version 87.","3.5","CHIMP2.1.4","ensembl","http://www.ensembl.org","87","Pan Troglodytes","9598",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","SQLiteFile","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v87/EnsDb.Ptroglodytes.v87.sqlite","EnsDb.Ptroglodytes.v87.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:87"
