"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","ResourceName","Recipe","Tags"
"Ensembl 87 EnsDb for Dasypus Novemcinctus","Gene and protein annotations for Dasypus Novemcinctus based on Ensembl version 87.","3.4","Dasnov3.0","MySQL","http://www.ensembl.org","87","Dasypus Novemcinctus","9361",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Dnovemcinctus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Dipodomys Ordii","Gene and protein annotations for Dipodomys Ordii based on Ensembl version 87.","3.4","dipOrd1","MySQL","http://www.ensembl.org","87","Dipodomys Ordii","10020",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Dordii.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Danio Rerio","Gene and protein annotations for Danio Rerio based on Ensembl version 87.","3.4","GRCz10","MySQL","http://www.ensembl.org","87","Danio Rerio","7955",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Drerio.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Equus Caballus","Gene and protein annotations for Equus Caballus based on Ensembl version 87.","3.4","EquCab2","MySQL","http://www.ensembl.org","87","Equus Caballus","9796",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Ecaballus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Erinaceus Europaeus","Gene and protein annotations for Erinaceus Europaeus based on Ensembl version 87.","3.4","HEDGEHOG","MySQL","http://www.ensembl.org","87","Erinaceus Europaeus","9365",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Eeuropaeus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Echinops Telfairi","Gene and protein annotations for Echinops Telfairi based on Ensembl version 87.","3.4","TENREC","MySQL","http://www.ensembl.org","87","Echinops Telfairi","9371",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Etelfairi.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Ficedula Albicollis","Gene and protein annotations for Ficedula Albicollis based on Ensembl version 87.","3.4","FicAlb_1.4","MySQL","http://www.ensembl.org","87","Ficedula Albicollis","59894",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Falbicollis.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Felis Catus","Gene and protein annotations for Felis Catus based on Ensembl version 87.","3.4","Felis_catus_6.2","MySQL","http://www.ensembl.org","87","Felis Catus","9685",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Fcatus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Gasterosteus Aculeatus","Gene and protein annotations for Gasterosteus Aculeatus based on Ensembl version 87.","3.4","BROADS1","MySQL","http://www.ensembl.org","87","Gasterosteus Aculeatus","69293",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Gaculeatus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Gallus Gallus","Gene and protein annotations for Gallus Gallus based on Ensembl version 87.","3.4","Gallus_gallus-5.0","MySQL","http://www.ensembl.org","87","Gallus Gallus","9031",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Ggallus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Gorilla Gorilla","Gene and protein annotations for Gorilla Gorilla based on Ensembl version 87.","3.4","gorGor3.1","MySQL","http://www.ensembl.org","87","Gorilla Gorilla","9595",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Ggorilla.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Gadus Morhua","Gene and protein annotations for Gadus Morhua based on Ensembl version 87.","3.4","gadMor1","MySQL","http://www.ensembl.org","87","Gadus Morhua","8049",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Gmorhua.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Homo Sapiens","Gene and protein annotations for Homo Sapiens based on Ensembl version 87.","3.4","GRCh38","MySQL","http://www.ensembl.org","87","Homo Sapiens","9606",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Hsapiens.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Ictidomys Tridecemlineatus","Gene and protein annotations for Ictidomys Tridecemlineatus based on Ensembl version 87.","3.4","spetri2","MySQL","http://www.ensembl.org","87","Ictidomys Tridecemlineatus","43179",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Itridecemlineatus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Loxodonta Africana","Gene and protein annotations for Loxodonta Africana based on Ensembl version 87.","3.4","loxAfr3","MySQL","http://www.ensembl.org","87","Loxodonta Africana","9785",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Lafricana.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Latimeria Chalumnae","Gene and protein annotations for Latimeria Chalumnae based on Ensembl version 87.","3.4","LatCha1","MySQL","http://www.ensembl.org","87","Latimeria Chalumnae","7897",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Lchalumnae.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Lepisosteus Oculatus","Gene and protein annotations for Lepisosteus Oculatus based on Ensembl version 87.","3.4","LepOcu1","MySQL","http://www.ensembl.org","87","Lepisosteus Oculatus","7918",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Loculatus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Monodelphis Domestica","Gene and protein annotations for Monodelphis Domestica based on Ensembl version 87.","3.4","BROADO5","MySQL","http://www.ensembl.org","87","Monodelphis Domestica","13616",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Mdomestica.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Macropus Eugenii","Gene and protein annotations for Macropus Eugenii based on Ensembl version 87.","3.4","Meug_1.0","MySQL","http://www.ensembl.org","87","Macropus Eugenii","9315",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Meugenii.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Meleagris Gallopavo","Gene and protein annotations for Meleagris Gallopavo based on Ensembl version 87.","3.4","UMD2","MySQL","http://www.ensembl.org","87","Meleagris Gallopavo","9103",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Mgallopavo.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Myotis Lucifugus","Gene and protein annotations for Myotis Lucifugus based on Ensembl version 87.","3.4","Myoluc2.0","MySQL","http://www.ensembl.org","87","Myotis Lucifugus","59463",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Mlucifugus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Macaca Mulatta","Gene and protein annotations for Macaca Mulatta based on Ensembl version 87.","3.4","Mmul_8.0.1","MySQL","http://www.ensembl.org","87","Macaca Mulatta","9544",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Mmulatta.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Microcebus Murinus","Gene and protein annotations for Microcebus Murinus based on Ensembl version 87.","3.4","Mmur_2.0","MySQL","http://www.ensembl.org","87","Microcebus Murinus","30608",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Mmurinus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Mus Musculus","Gene and protein annotations for Mus Musculus based on Ensembl version 87.","3.4","GRCm38","MySQL","http://www.ensembl.org","87","Mus Musculus","10090",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Mmusculus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Nomascus Leucogenys","Gene and protein annotations for Nomascus Leucogenys based on Ensembl version 87.","3.4","Nleu1.0","MySQL","http://www.ensembl.org","87","Nomascus Leucogenys","61853",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Nleucogenys.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Ornithorhynchus Anatinus","Gene and protein annotations for Ornithorhynchus Anatinus based on Ensembl version 87.","3.4","OANA5","MySQL","http://www.ensembl.org","87","Ornithorhynchus Anatinus","9258",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Oanatinus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Ovis Aries","Gene and protein annotations for Ovis Aries based on Ensembl version 87.","3.4","Oar_v3.1","MySQL","http://www.ensembl.org","87","Ovis Aries","9940",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Oaries.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Oryctolagus Cuniculus","Gene and protein annotations for Oryctolagus Cuniculus based on Ensembl version 87.","3.4","OryCun2.0","MySQL","http://www.ensembl.org","87","Oryctolagus Cuniculus","9986",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Ocuniculus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Otolemur Garnettii","Gene and protein annotations for Otolemur Garnettii based on Ensembl version 87.","3.4","OtoGar3","MySQL","http://www.ensembl.org","87","Otolemur Garnettii","30611",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Ogarnettii.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Oryzias Latipes","Gene and protein annotations for Oryzias Latipes based on Ensembl version 87.","3.4","MEDAKA1","MySQL","http://www.ensembl.org","87","Oryzias Latipes","8090",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Olatipes.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Oreochromis Niloticus","Gene and protein annotations for Oreochromis Niloticus based on Ensembl version 87.","3.4","Orenil1.0","MySQL","http://www.ensembl.org","87","Oreochromis Niloticus","8128",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Oniloticus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Ochotona Princeps","Gene and protein annotations for Ochotona Princeps based on Ensembl version 87.","3.4","pika","MySQL","http://www.ensembl.org","87","Ochotona Princeps","9978",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Oprinceps.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Pongo Abelii","Gene and protein annotations for Pongo Abelii based on Ensembl version 87.","3.4","PPYG2","MySQL","http://www.ensembl.org","87","Pongo Abelii","9601",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Pabelii.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Papio Anubis","Gene and protein annotations for Papio Anubis based on Ensembl version 87.","3.4","PapAnu2.0","MySQL","http://www.ensembl.org","87","Papio Anubis","9555",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Panubis.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Procavia Capensis","Gene and protein annotations for Procavia Capensis based on Ensembl version 87.","3.4","proCap1","MySQL","http://www.ensembl.org","87","Procavia Capensis","9813",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Pcapensis.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Poecilia Formosa","Gene and protein annotations for Poecilia Formosa based on Ensembl version 87.","3.4","PoeFor_5.1.2","MySQL","http://www.ensembl.org","87","Poecilia Formosa","48698",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Pformosa.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Petromyzon Marinus","Gene and protein annotations for Petromyzon Marinus based on Ensembl version 87.","3.4","Pmarinus_7.0","MySQL","http://www.ensembl.org","87","Petromyzon Marinus","7757",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Pmarinus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Pelodiscus Sinensis","Gene and protein annotations for Pelodiscus Sinensis based on Ensembl version 87.","3.4","PelSin_1.0","MySQL","http://www.ensembl.org","87","Pelodiscus Sinensis","13735",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Psinensis.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Pan Troglodytes","Gene and protein annotations for Pan Troglodytes based on Ensembl version 87.","3.4","CHIMP2.1.4","MySQL","http://www.ensembl.org","87","Pan Troglodytes","9598",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Ptroglodytes.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Pteropus Vampyrus","Gene and protein annotations for Pteropus Vampyrus based on Ensembl version 87.","3.4","pteVam1","MySQL","http://www.ensembl.org","87","Pteropus Vampyrus","132908",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Pvampyrus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Rattus Norvegicus","Gene and protein annotations for Rattus Norvegicus based on Ensembl version 87.","3.4","Rnor_6.0","MySQL","http://www.ensembl.org","87","Rattus Norvegicus","10116",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Rnorvegicus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Sorex Araneus","Gene and protein annotations for Sorex Araneus based on Ensembl version 87.","3.4","COMMON_SHREW1","MySQL","http://www.ensembl.org","87","Sorex Araneus","42254",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Saraneus.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Saccharomyces Cerevisiae","Gene and protein annotations for Saccharomyces Cerevisiae based on Ensembl version 87.","3.4","R64-1-1","MySQL","http://www.ensembl.org","87","Saccharomyces Cerevisiae","4932",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Scerevisiae.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Sarcophilus Harrisii","Gene and protein annotations for Sarcophilus Harrisii based on Ensembl version 87.","3.4","DEVIL7.0","MySQL","http://www.ensembl.org","87","Sarcophilus Harrisii","9305",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Sharrisii.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Sus Scrofa","Gene and protein annotations for Sus Scrofa based on Ensembl version 87.","3.4","Sscrofa10.2","MySQL","http://www.ensembl.org","87","Sus Scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Sscrofa.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Tupaia Belangeri","Gene and protein annotations for Tupaia Belangeri based on Ensembl version 87.","3.4","TREESHREW","MySQL","http://www.ensembl.org","87","Tupaia Belangeri","37347",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Tbelangeri.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Taeniopygia Guttata","Gene and protein annotations for Taeniopygia Guttata based on Ensembl version 87.","3.4","taeGut3.2.4","MySQL","http://www.ensembl.org","87","Taeniopygia Guttata","59729",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Tguttata.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Tetraodon Nigroviridis","Gene and protein annotations for Tetraodon Nigroviridis based on Ensembl version 87.","3.4","TETRAODON8","MySQL","http://www.ensembl.org","87","Tetraodon Nigroviridis","99883",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Tnigroviridis.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
"Ensembl 87 EnsDb for Takifugu Rubripes","Gene and protein annotations for Takifugu Rubripes based on Ensembl version 87.","3.4","FUGU4","MySQL","http://www.ensembl.org","87","Takifugu Rubripes","31033",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","SQLiteFile","EnsDb","EnsDb.Trubripes.v87.sqlite",NA,c("EnsDb", "Ensembl", "Gene", "Transcript", "Protein", "Annotation", "87")
