"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","RDataPath","ResourceName","Tags"
"Ensembl 97 EnsDb for Amphiprion percula","Gene and protein annotations for Amphiprion percula based on Ensembl version 97.","3.9","Nemo_v1","ensembl","http://www.ensembl.org","97","Amphiprion percula","161767",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Apercula.v97.sqlite","EnsDb.Apercula.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Acanthochromis polyacanthus","Gene and protein annotations for Acanthochromis polyacanthus based on Ensembl version 97.","3.9","ASM210954v1","ensembl","http://www.ensembl.org","97","Acanthochromis polyacanthus","80966",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Apolyacanthus.v97.sqlite","EnsDb.Apolyacanthus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Apteryx rowi","Gene and protein annotations for Apteryx rowi based on Ensembl version 97.","3.9","aptRow1","ensembl","http://www.ensembl.org","97","Apteryx rowi","308060",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Arowi.v97.sqlite","EnsDb.Arowi.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Anabas testudineus","Gene and protein annotations for Anabas testudineus based on Ensembl version 97.","3.9","fAnaTes1.1","ensembl","http://www.ensembl.org","97","Anabas testudineus","64144",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Atestudineus.v97.sqlite","EnsDb.Atestudineus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Bos mutus","Gene and protein annotations for Bos mutus based on Ensembl version 97.","3.9","BosGru_v2.0","ensembl","http://www.ensembl.org","97","Bos mutus","72004",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Bmutus.v97.sqlite","EnsDb.Bmutus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Bos taurus","Gene and protein annotations for Bos taurus based on Ensembl version 97.","3.9","ARS-UCD1.2","ensembl","http://www.ensembl.org","97","Bos taurus","9913",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Btaurus.v97.sqlite","EnsDb.Btaurus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Chelonoidis abingdonii","Gene and protein annotations for Chelonoidis abingdonii based on Ensembl version 97.","3.9","ASM359739v1","ensembl","http://www.ensembl.org","97","Chelonoidis abingdonii","106734",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Cabingdonii.v97.sqlite","EnsDb.Cabingdonii.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Cavia aperea","Gene and protein annotations for Cavia aperea based on Ensembl version 97.","3.9","CavAp1.0","ensembl","http://www.ensembl.org","97","Cavia aperea","37548",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Caperea.v97.sqlite","EnsDb.Caperea.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Cercocebus atys","Gene and protein annotations for Cercocebus atys based on Ensembl version 97.","3.9","Caty_1.0","ensembl","http://www.ensembl.org","97","Cercocebus atys","9531",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Catys.v97.sqlite","EnsDb.Catys.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Cyanistes caeruleus","Gene and protein annotations for Cyanistes caeruleus based on Ensembl version 97.","3.9","cyaCae2","ensembl","http://www.ensembl.org","97","Cyanistes caeruleus","156563",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Ccaeruleus.v97.sqlite","EnsDb.Ccaeruleus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Castor canadensis","Gene and protein annotations for Castor canadensis based on Ensembl version 97.","3.9","C.can_genome_v1.0","ensembl","http://www.ensembl.org","97","Castor canadensis","51338",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Ccanadensis.v97.sqlite","EnsDb.Ccanadensis.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Cebus capucinus imitator","Gene and protein annotations for Cebus capucinus imitator based on Ensembl version 97.","3.9","Cebus_imitator-1.0","ensembl","http://www.ensembl.org","97","Cebus capucinus imitator","2715852",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Ccapucinus.v97.sqlite","EnsDb.Ccapucinus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Caenorhabditis elegans","Gene and protein annotations for Caenorhabditis elegans based on Ensembl version 97.","3.9","WBcel235","ensembl","http://www.ensembl.org","97","Caenorhabditis elegans","6239",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Celegans.v97.sqlite","EnsDb.Celegans.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Capra hircus","Gene and protein annotations for Capra hircus based on Ensembl version 97.","3.9","ARS1","ensembl","http://www.ensembl.org","97","Capra hircus","9925",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Chircus.v97.sqlite","EnsDb.Chircus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Choloepus hoffmanni","Gene and protein annotations for Choloepus hoffmanni based on Ensembl version 97.","3.9","choHof1","ensembl","http://www.ensembl.org","97","Choloepus hoffmanni","9358",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Choffmanni.v97.sqlite","EnsDb.Choffmanni.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Ciona intestinalis","Gene and protein annotations for Ciona intestinalis based on Ensembl version 97.","3.9","KH","ensembl","http://www.ensembl.org","97","Ciona intestinalis","7719",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Cintestinalis.v97.sqlite","EnsDb.Cintestinalis.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Callithrix jacchus","Gene and protein annotations for Callithrix jacchus based on Ensembl version 97.","3.9","ASM275486v1","ensembl","http://www.ensembl.org","97","Callithrix jacchus","9483",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Cjacchus.v97.sqlite","EnsDb.Cjacchus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Coturnix japonica","Gene and protein annotations for Coturnix japonica based on Ensembl version 97.","3.9","Coturnix_japonica_2.0","ensembl","http://www.ensembl.org","97","Coturnix japonica","93934",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Cjaponica.v97.sqlite","EnsDb.Cjaponica.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Chinchilla lanigera","Gene and protein annotations for Chinchilla lanigera based on Ensembl version 97.","3.9","ChiLan1.0","ensembl","http://www.ensembl.org","97","Chinchilla lanigera","34839",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Clanigera.v97.sqlite","EnsDb.Clanigera.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Canis lupus familiaris","Gene and protein annotations for Canis lupus familiaris based on Ensembl version 97.","3.9","CanFam3.1","ensembl","http://www.ensembl.org","97","Canis lupus familiaris","9615",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Clupus.v97.sqlite","EnsDb.Clupus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Callorhinchus milii","Gene and protein annotations for Callorhinchus milii based on Ensembl version 97.","3.9","Callorhinchus_milii-6.1.3","ensembl","http://www.ensembl.org","97","Callorhinchus milii","7868",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Cmilii.v97.sqlite","EnsDb.Cmilii.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Cavia porcellus","Gene and protein annotations for Cavia porcellus based on Ensembl version 97.","3.9","Cavpor3.0","ensembl","http://www.ensembl.org","97","Cavia porcellus","10141",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Cporcellus.v97.sqlite","EnsDb.Cporcellus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Crocodylus porosus","Gene and protein annotations for Crocodylus porosus based on Ensembl version 97.","3.9","CroPor_comp1","ensembl","http://www.ensembl.org","97","Crocodylus porosus","8502",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Cporosus.v97.sqlite","EnsDb.Cporosus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Calidris pugnax","Gene and protein annotations for Calidris pugnax based on Ensembl version 97.","3.9","ASM143184v1","ensembl","http://www.ensembl.org","97","Calidris pugnax","198806",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Cpugnax.v97.sqlite","EnsDb.Cpugnax.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Calidris pygmaea","Gene and protein annotations for Calidris pygmaea based on Ensembl version 97.","3.9","ASM369795v1","ensembl","http://www.ensembl.org","97","Calidris pygmaea","425635",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Cpygmaea.v97.sqlite","EnsDb.Cpygmaea.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Chlorocebus sabaeus","Gene and protein annotations for Chlorocebus sabaeus based on Ensembl version 97.","3.9","ChlSab1.1","ensembl","http://www.ensembl.org","97","Chlorocebus sabaeus","60711",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Csabaeus.v97.sqlite","EnsDb.Csabaeus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Ciona savignyi","Gene and protein annotations for Ciona savignyi based on Ensembl version 97.","3.9","CSAV2.0","ensembl","http://www.ensembl.org","97","Ciona savignyi","51511",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Csavignyi.v97.sqlite","EnsDb.Csavignyi.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Cynoglossus semilaevis","Gene and protein annotations for Cynoglossus semilaevis based on Ensembl version 97.","3.9","Cse_v1.0","ensembl","http://www.ensembl.org","97","Cynoglossus semilaevis","244447",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Csemilaevis.v97.sqlite","EnsDb.Csemilaevis.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Carlito syrichta","Gene and protein annotations for Carlito syrichta based on Ensembl version 97.","3.9","Tarsius_syrichta-2.0.1","ensembl","http://www.ensembl.org","97","Carlito syrichta","1868482",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Csyrichta.v97.sqlite","EnsDb.Csyrichta.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Cyprinodon variegatus","Gene and protein annotations for Cyprinodon variegatus based on Ensembl version 97.","3.9","C_variegatus-1.0","ensembl","http://www.ensembl.org","97","Cyprinodon variegatus","28743",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Cvariegatus.v97.sqlite","EnsDb.Cvariegatus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Drosophila melanogaster","Gene and protein annotations for Drosophila melanogaster based on Ensembl version 97.","3.9","BDGP6.22","ensembl","http://www.ensembl.org","97","Drosophila melanogaster","7227",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Dmelanogaster.v97.sqlite","EnsDb.Dmelanogaster.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Dromaius novaehollandiae","Gene and protein annotations for Dromaius novaehollandiae based on Ensembl version 97.","3.9","droNov1","ensembl","http://www.ensembl.org","97","Dromaius novaehollandiae","8790",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Dnovaehollandiae.v97.sqlite","EnsDb.Dnovaehollandiae.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Dasypus novemcinctus","Gene and protein annotations for Dasypus novemcinctus based on Ensembl version 97.","3.9","Dasnov3.0","ensembl","http://www.ensembl.org","97","Dasypus novemcinctus","9361",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Dnovemcinctus.v97.sqlite","EnsDb.Dnovemcinctus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Dipodomys ordii","Gene and protein annotations for Dipodomys ordii based on Ensembl version 97.","3.9","Dord_2.0","ensembl","http://www.ensembl.org","97","Dipodomys ordii","10020",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Dordii.v97.sqlite","EnsDb.Dordii.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Danio rerio","Gene and protein annotations for Danio rerio based on Ensembl version 97.","3.9","GRCz11","ensembl","http://www.ensembl.org","97","Danio rerio","7955",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Drerio.v97.sqlite","EnsDb.Drerio.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Eptatretus burgeri","Gene and protein annotations for Eptatretus burgeri based on Ensembl version 97.","3.9","Eburgeri_3.2","ensembl","http://www.ensembl.org","97","Eptatretus burgeri","7764",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Eburgeri.v97.sqlite","EnsDb.Eburgeri.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Equus caballus","Gene and protein annotations for Equus caballus based on Ensembl version 97.","3.9","EquCab3.0","ensembl","http://www.ensembl.org","97","Equus caballus","9796",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Ecaballus.v97.sqlite","EnsDb.Ecaballus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Electrophorus electricus","Gene and protein annotations for Electrophorus electricus based on Ensembl version 97.","3.9","Ee_SOAP_WITH_SSPACE","ensembl","http://www.ensembl.org","97","Electrophorus electricus","8005",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Eelectricus.v97.sqlite","EnsDb.Eelectricus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Erinaceus europaeus","Gene and protein annotations for Erinaceus europaeus based on Ensembl version 97.","3.9","HEDGEHOG","ensembl","http://www.ensembl.org","97","Erinaceus europaeus","9365",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Eeuropaeus.v97.sqlite","EnsDb.Eeuropaeus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Esox lucius","Gene and protein annotations for Esox lucius based on Ensembl version 97.","3.9","Eluc_V3","ensembl","http://www.ensembl.org","97","Esox lucius","8010",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Elucius.v97.sqlite","EnsDb.Elucius.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Echinops telfairi","Gene and protein annotations for Echinops telfairi based on Ensembl version 97.","3.9","TENREC","ensembl","http://www.ensembl.org","97","Echinops telfairi","9371",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Etelfairi.v97.sqlite","EnsDb.Etelfairi.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Ficedula albicollis","Gene and protein annotations for Ficedula albicollis based on Ensembl version 97.","3.9","FicAlb_1.4","ensembl","http://www.ensembl.org","97","Ficedula albicollis","59894",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Falbicollis.v97.sqlite","EnsDb.Falbicollis.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
"Ensembl 97 EnsDb for Felis catus","Gene and protein annotations for Felis catus based on Ensembl version 97.","3.9","Felis_catus_9.0","ensembl","http://www.ensembl.org","97","Felis catus","9685",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v97/EnsDb.Fcatus.v97.sqlite","EnsDb.Fcatus.v97.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:97"
