"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","RDataPath","ResourceName","Tags"
"Ensembl 103 EnsDb for Bubo bubo","Gene and protein annotations for Bubo bubo based on Ensembl version 103.","3.12","BubBub1.0","ensembl","http://www.ensembl.org","103","Bubo bubo","30461",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Bbubo.v103.sqlite","EnsDb.Bbubo.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Bos grunniens","Gene and protein annotations for Bos grunniens based on Ensembl version 103.","3.12","LU_Bosgru_v3.0","ensembl","http://www.ensembl.org","103","Bos grunniens","30521",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Bgrunniens.v103.sqlite","EnsDb.Bgrunniens.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Buteo japonicus","Gene and protein annotations for Buteo japonicus based on Ensembl version 103.","3.12","ButJap1.0","ensembl","http://www.ensembl.org","103","Buteo japonicus","224669",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Bjaponicus.v103.sqlite","EnsDb.Bjaponicus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Balaenoptera musculus","Gene and protein annotations for Balaenoptera musculus based on Ensembl version 103.","3.12","mBalMus1.v2","ensembl","http://www.ensembl.org","103","Balaenoptera musculus","9771",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Bmusculus.v103.sqlite","EnsDb.Bmusculus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Bos mutus","Gene and protein annotations for Bos mutus based on Ensembl version 103.","3.12","BosGru_v2.0","ensembl","http://www.ensembl.org","103","Bos mutus","72004",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Bmutus.v103.sqlite","EnsDb.Bmutus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Betta splendens","Gene and protein annotations for Betta splendens based on Ensembl version 103.","3.12","fBetSpl5.2","ensembl","http://www.ensembl.org","103","Betta splendens","158456",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Bsplendens.v103.sqlite","EnsDb.Bsplendens.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Bos taurus","Gene and protein annotations for Bos taurus based on Ensembl version 103.","3.12","ARS-UCD1.2","ensembl","http://www.ensembl.org","103","Bos taurus","9913",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Btaurus.v103.sqlite","EnsDb.Btaurus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Chelonoidis abingdonii","Gene and protein annotations for Chelonoidis abingdonii based on Ensembl version 103.","3.12","ASM359739v1","ensembl","http://www.ensembl.org","103","Chelonoidis abingdonii","106734",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Cabingdonii.v103.sqlite","EnsDb.Cabingdonii.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Cavia aperea","Gene and protein annotations for Cavia aperea based on Ensembl version 103.","3.12","CavAp1.0","ensembl","http://www.ensembl.org","103","Cavia aperea","37548",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Caperea.v103.sqlite","EnsDb.Caperea.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Cercocebus atys","Gene and protein annotations for Cercocebus atys based on Ensembl version 103.","3.12","Caty_1.0","ensembl","http://www.ensembl.org","103","Cercocebus atys","9531",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Catys.v103.sqlite","EnsDb.Catys.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Carassius auratus","Gene and protein annotations for Carassius auratus based on Ensembl version 103.","3.12","ASM336829v1","ensembl","http://www.ensembl.org","103","Carassius auratus","7957",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Cauratus.v103.sqlite","EnsDb.Cauratus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Cyanistes caeruleus","Gene and protein annotations for Cyanistes caeruleus based on Ensembl version 103.","3.12","cyaCae2","ensembl","http://www.ensembl.org","103","Cyanistes caeruleus","156563",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Ccaeruleus.v103.sqlite","EnsDb.Ccaeruleus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Castor canadensis","Gene and protein annotations for Castor canadensis based on Ensembl version 103.","3.12","C.can_genome_v1.0","ensembl","http://www.ensembl.org","103","Castor canadensis","51338",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Ccanadensis.v103.sqlite","EnsDb.Ccanadensis.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Cebus capucinus imitator","Gene and protein annotations for Cebus capucinus imitator based on Ensembl version 103.","3.12","Cebus_imitator-1.0","ensembl","http://www.ensembl.org","103","Cebus capucinus imitator","2715852",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Ccapucinus.v103.sqlite","EnsDb.Ccapucinus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Cyprinus carpio","Gene and protein annotations for Cyprinus carpio based on Ensembl version 103.","3.12","common_carp_genome","ensembl","http://www.ensembl.org","103","Cyprinus carpio","7962",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Ccarpio.v103.sqlite","EnsDb.Ccarpio.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Camelus dromedarius","Gene and protein annotations for Camelus dromedarius based on Ensembl version 103.","3.12","CamDro2","ensembl","http://www.ensembl.org","103","Camelus dromedarius","9838",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Cdromedarius.v103.sqlite","EnsDb.Cdromedarius.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Caenorhabditis elegans","Gene and protein annotations for Caenorhabditis elegans based on Ensembl version 103.","3.12","WBcel235","ensembl","http://www.ensembl.org","103","Caenorhabditis elegans","6239",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Celegans.v103.sqlite","EnsDb.Celegans.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Cottoperca gobio","Gene and protein annotations for Cottoperca gobio based on Ensembl version 103.","3.12","fCotGob3.1","ensembl","http://www.ensembl.org","103","Cottoperca gobio","56716",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Cgobio.v103.sqlite","EnsDb.Cgobio.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Clupea harengus","Gene and protein annotations for Clupea harengus based on Ensembl version 103.","3.12","Ch_v2.0.2","ensembl","http://www.ensembl.org","103","Clupea harengus","7950",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Charengus.v103.sqlite","EnsDb.Charengus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Capra hircus","Gene and protein annotations for Capra hircus based on Ensembl version 103.","3.12","ARS1","ensembl","http://www.ensembl.org","103","Capra hircus","9925",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Chircus.v103.sqlite","EnsDb.Chircus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Choloepus hoffmanni","Gene and protein annotations for Choloepus hoffmanni based on Ensembl version 103.","3.12","choHof1","ensembl","http://www.ensembl.org","103","Choloepus hoffmanni","9358",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Choffmanni.v103.sqlite","EnsDb.Choffmanni.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Ciona intestinalis","Gene and protein annotations for Ciona intestinalis based on Ensembl version 103.","3.12","KH","ensembl","http://www.ensembl.org","103","Ciona intestinalis","7719",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Cintestinalis.v103.sqlite","EnsDb.Cintestinalis.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Callithrix jacchus","Gene and protein annotations for Callithrix jacchus based on Ensembl version 103.","3.12","ASM275486v1","ensembl","http://www.ensembl.org","103","Callithrix jacchus","9483",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Cjacchus.v103.sqlite","EnsDb.Cjacchus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Coturnix japonica","Gene and protein annotations for Coturnix japonica based on Ensembl version 103.","3.12","Coturnix_japonica_2.0","ensembl","http://www.ensembl.org","103","Coturnix japonica","93934",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Cjaponica.v103.sqlite","EnsDb.Cjaponica.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Chinchilla lanigera","Gene and protein annotations for Chinchilla lanigera based on Ensembl version 103.","3.12","ChiLan1.0","ensembl","http://www.ensembl.org","103","Chinchilla lanigera","34839",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Clanigera.v103.sqlite","EnsDb.Clanigera.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Cyclopterus lumpus","Gene and protein annotations for Cyclopterus lumpus based on Ensembl version 103.","3.12","fCycLum1.pri","ensembl","http://www.ensembl.org","103","Cyclopterus lumpus","8103",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Clumpus.v103.sqlite","EnsDb.Clumpus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Callorhinchus milii","Gene and protein annotations for Callorhinchus milii based on Ensembl version 103.","3.12","Callorhinchus_milii-6.1.3","ensembl","http://www.ensembl.org","103","Callorhinchus milii","7868",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Cmilii.v103.sqlite","EnsDb.Cmilii.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Corvus moneduloides","Gene and protein annotations for Corvus moneduloides based on Ensembl version 103.","3.12","UO_Cmon_1.0","ensembl","http://www.ensembl.org","103","Corvus moneduloides","1196302",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Cmoneduloides.v103.sqlite","EnsDb.Cmoneduloides.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Camarhynchus parvulus","Gene and protein annotations for Camarhynchus parvulus based on Ensembl version 103.","3.12","STF_HiC","ensembl","http://www.ensembl.org","103","Camarhynchus parvulus","87175",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Cparvulus.v103.sqlite","EnsDb.Cparvulus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Chrysolophus pictus","Gene and protein annotations for Chrysolophus pictus based on Ensembl version 103.","3.12","Chrysolophus_pictus_GenomeV1.0","ensembl","http://www.ensembl.org","103","Chrysolophus pictus","9089",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Cpictus.v103.sqlite","EnsDb.Cpictus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Cavia porcellus","Gene and protein annotations for Cavia porcellus based on Ensembl version 103.","3.12","Cavpor3.0","ensembl","http://www.ensembl.org","103","Cavia porcellus","10141",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Cporcellus.v103.sqlite","EnsDb.Cporcellus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Crocodylus porosus","Gene and protein annotations for Crocodylus porosus based on Ensembl version 103.","3.12","CroPor_comp1","ensembl","http://www.ensembl.org","103","Crocodylus porosus","8502",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Cporosus.v103.sqlite","EnsDb.Cporosus.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
"Ensembl 103 EnsDb for Calidris pugnax","Gene and protein annotations for Calidris pugnax based on Ensembl version 103.","3.12","ASM143184v1","ensembl","http://www.ensembl.org","103","Calidris pugnax","198806",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v103/EnsDb.Cpugnax.v103.sqlite","EnsDb.Cpugnax.v103.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:103"
